,Strike ID,Date,Village/local area,Location,Province,Type of attack,Drone strike,US confirmed?,US only source?,"Counter-
terrorism, force protection or strategic effects?",Reported target group?,Time,Reported target type,Minimum strikes,Maximum strikes,Minimum total people killed,Maximum total people killed,Minimum civilians reported killed,Maximum civilians reported killed,Minimum children reported killed,Maximum children reported killed,Minimum reported injured,Maximum reported injured,Strike link,Index
245,AFG246,27/07/2016,Milwa Kand,Nazian,Nangarhar,US strike,1,0,0,-,ISIS,-,Hideout,1,1,2,2,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#252,252
246,AFG247,31/07/2016,Unknown ,Unknown ,Unknown,US strike,0,1,1,-,- ,-,-,63,63,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#298,298
247,AFG248,01/08/2016,Zarghoon village,Nad Ali,Helmand,US strike,1,0,0,-,Taliban,Night,-,1,1,2,2,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#253,253
248,AFG249,11/08/2016,Unknown,Unknown,Helmand,US strike,1,1,0,-,-,-,-,25,25,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#254,254
249,AFG250,12/08/2016,Unknown,Khoshamand,Paktika,US strike,1,0,0,-,Taliban,-,House,1,1,20,25,0,5,0,4,25,25,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#256,256
250,AFG251,13/08/2016,Pekha,Achin,Nangarhar,US strike,1,0,0,-,ISIS,Night,-,1,1,2,2,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#257,257
251,AFG252,22/08/2016,Unknown,Kot,Nangarhar,US strike,1,0,0,-,ISIS,-,-,1,1,4,4,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#260,260
252,AFG253,24/08/2016,Unknown,Unknown,Kunduz,US strike,0,1,1,-,-,-,-,10,10,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#261,261
253,AFG254,25/08/2016,Unknown,Nad Ali,Helmand,US strike,1,1,0,-,Taliban,Night,Taliban HQ and bomb making factory or prison,2,2,24,32,0,8,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#258,258
254,AFG255,29/08/2016,Unknown,Jani Khil,Paktia,US strike,1,1,0,SE,Taliban,-,-,4,4,8,120,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#259,259
255,AFG256,30/08/2016,Unknown,Lal Pura,Nangarhar,US strike,0,0,0,-,Taliban,-,-,1,1,6,6,0,0,0,0,3,3,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#262,262
256,AFG257,31/08/2016,Unknown,Deh Bala,Nangarhar,US strike,0,0,0,-,ISIS,-,-,8,8,17,17,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#263,263
257,AFG258,31/08/2016,Unknown ,Unknown,Unknown,US strike,0,1,1,-,-,-,-,26,26,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#266,266
258,AFG259,02/09/2016,Keen Kalai,Spera,Khost,US strike,0,0,0,-,Haqqani,10:00,-,1,1,7,7,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#264,264
259,AFG260,09/09/2016,Tarin Kot,Tarin Kot,Uruzgan,US strike,0,0,0,SE,-,-,-,3,3,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#267,267
260,AFG261,10/09/2016,Qarya e Surkh,Khak e Safid,Farah,US strike,1,0,0,-,-,Night,Militant hideout ,1,1,4,4,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#265,265
261,AFG262,17/09/2016,Unknown,Unknown,Uruzgan,US strike,0,1,1,5 SE 1 CT,-,-,-,6,6,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#269,269
262,AFG263,18/09/2016,Saki,Tarin Kot,Uruzgan,US strike,0,1,0,FP,-,Night,-,2,2,7,8,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#268,268
263,AFG264,22/09/2016,Dastandar,Kot ,Nangarhar ,US strike ,0,0,0,-,-,Night,Vehicle,1,1,7,7,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#270,270
264,AFG265,22/09/2016,Spinajai ,Nazyan,Nangarhar,US strike ,0,0,0,-,ISIS,Night,-,1,1,5,5,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#271,271
265,AFG266,22/09/2016,Tawar Tangi,Hesarak,Nangarhar,US strike ,0,0,0,-,Taliban,Night,-,1,1,18,18,0,0,0,0,6,6,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#272,272
266,AFG267,24/09/2016,Unknown,Bermal,Paktika,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#273,273
267,AFG268,25/09/2016,Unknown,Bermal,Paktika ,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#274,274
268,AFG269,28/09/2016,Unknown,Achin ,Nangarhar ,US strike,1,1,0,CT,ISIS,03:00,House,1,1,18,21,15,15,0,0,13,27,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#275,275
269,AFG270,30/09/2016,Unknown,Unknown,Unknown,US strike,0,1,1,-,-,-,-,121,121,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#277,277
270,AFG271,03/10/2016,Unknown,Kunduz city,Kunduz,US strike,0,1,1,-,Taliban ,-,-,12,12,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#278,278
271,AFG272,03/10/2016,Unknown ,Nawa-i-Barakzayi,Helmand,"US air operation with use of drone, F16 jets and Apache helicopter",1,1,0,-,Taliban,-,-,3,3,12,12,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#280,280
272,AFG273,04/10/2016,Abdul Khel,Achin,Nangarhar,US strike,1,0,0,-,ISIS,-,-,1,1,13,13,0,0,0,0,2,2,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#276,276
273,AFG274,08/10/2016,Unknown ,Achin and Deh Bala ,Nangarhar,US strike ,0,1,1,-,-,-,-,6,6,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#279,279
274,AFG275,17/10/2016,Unknown ,Farah and Bakwah ,Farah ,US strike ,0,1,0,FP,Taliban,-,-,6,6,70,70,0,0,0,0,30,30,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#281,281
275,AFG276,19/10/2016,Unknown ,Seyagerd,Parwan ,US strike,1,0,0,-,Taliban ,-,-,1,1,8,8,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#282,282
276,AFG277,22/10/2016,Koz-Pachir village , Pachiragam,Nangarhar ,US strike ,1,1,0,-,-,Before noon,-,1,1,5,5,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#283,283
277,AFG278,23/10/2016,Unknown ,Unknown ,Kunduz,US strike ,1,1,0,CT,al Qaeda ,-,command-and-control locations ,1,1,3,3,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#284,284
278,AFG279,28/10/2016,Unknown,Sherzad,Nangarhar ,US strike ,0,1,0,FP,Taliban ,-,House ,1,1,2,4,2,4,0,0,0,30,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#285,285
279,AFG280,28/10/2016,Aligal village,Ghaziabad,Kunar,US strike,1,0,0,-,Insurgents,Late,-,1,1,5,5,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#286,286
280,AFG281,30/10/2016,Janjal Shaga and Shaistagar,Achin,Nangarhar,US helicopter strikes,0,0,0,-,ISIS,Night,Heavy machine gun destroyed,2,2,11,11,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#287,287
281,AFG282,31/10/2016,Unknown,Dangam and Ghaziabad,Kunar,US strike,0,0,0,-,Insurgents,-,-,2,2,9,9,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#288,288
282,AFG283,31/10/2016,Unknown ,Unknown ,Unknown,US strike ,0,1,1,-,-,-,-,138,138,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#296,296
283,AFG284,03/11/2016,Boz village,Kunduz city,Kunduz,US strike,0,1,0,FP,-,Early morning,Civilian houses ,2,2,58,59,32,33,20,20,53,62,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#289,289
284,AFG285,04/11/2016,Diwal-i-Surkh,Khak e Safid,Farah,US strike,1,0,0,-,Taliban,Afternoon,-,1,1,5,5,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#290,290
285,AFG286,09/11/2016,Mamandara area,Achin ,Nangarhar,US strike,1,0,0,-,Taliban and Isis,Late night,-,1,2,11,14,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#291,291
286,AFG287,11/11/2016,Mamandara and Moragi areas,Achin ,Nangarhar ,US strike ,0,0,0,-,ISIS,Overnight,-,2,2,13,14,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#293,293
287,AFG288,12/11/2016,Lataband area,Achin,Nangarhar ,US strike,1,0,0,-,ISIS,Late night,-,1,1,13,13,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#292,292
288,AFG289,18/11/2016,Lagharjoi area,Kot ,Nangarhar ,US strike,1,0,0,-,ISIS,Late night,-,1,1,7,7,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#293,293
289,AFG290,19/11/2016,Shah Karez,Zumat,Paktia,US strike,1,0,0,-,Taliban,-,-,1,1,1,1,0,0,0,0,2,2,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#294,294
290,AFG291,20/11/2016,Mamandari ,Achin ,Nangarhar ,US strike,1,0,0,-,ISIS,Late night,-,1,1,2,2,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#295,295
291,AFG292,27/11/2016,Gorgori,Haska Mena,Nangarhar,US strike,1,0,0,-,ISIS,11am or afternoon,-,1,1,7,7,0,0,0,0,3,3,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#297,297
292,AFG293,11/12/2016,Langari,Haska Mena,Nangarhar,US strike,1,0,0,-,ISIS,Late,Hideout,1,1,7,7,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#298,298
293,AFG294,15/12/2016,Kharga ,Haska Mena,Nangarhar,US strike ,1,0,0,-,ISIS,-,-,1,1,4,6,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#299,299
294,AFG295,15/12/2016,Pekha,Achin,Nangarhar ,US strike ,1,0,0,-,ISIS,-,-,1,1,2,2,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#300,300
295,AFG296,24/12/2016,Ambarkhani,Bati Kot,Nangarhar,US strike,1,0,0,-,Taliban,-,-,1,1,1,1,0,0,0,0,4,4,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#301,301
296,AFG297,24/12/2016,Bandar,Achin,Nangarhar,US strike,1,0,0,-,"""Foreign rebels""",-,-,1,1,2,2,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#302,302
297,AFG298,27/12/2016,Langar Kandaw,Achin,Nangarhar,US strike ,1,0,0,-,ISIS,-,-,1,1,3,3,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#303,303
298,AFG299,28/12/2016,Papin,Haska Mena,Nangarhar,US strike ,1,0,0,-,ISIS,Early morning,-,1,1,2,2,0,0,0,0,1,1,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#304,304
299,AFG300,28/12/2016,Gandi-Bagh,Charparhar,Nangarhar ,US strike ,1,0,0,-,Taliban,Night,-,1,1,3,3,0,0,0,0,7,7,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#305,305
300,AFG301,31/12/2016,-,-,-,US strike,0,1,1,-,-,-,-,453,448,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#307,307
301,AFG302,10/01/2017,Aziz Kala,Sabri,Khost,US strike,1,0,0,-,Haqqani,Evening,Car,1,1,4,4,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/306,306
302,AFG303,15/01/2017,Unknown,Musa Qala,Helmand,US strike ,0,0,0,-,Taliban ,-,-,1,1,15,15,0,0,0,0,10,10,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/308,308
303,AFG304,20/01/2017,Bandr Khor ,Achin,Nangarhar ,US strike ,1,0,0,-,ISIS,-,-,1,1,4,6,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/309,309
304,AFG305,27/01/2017,Bandar ,Achin,Nangarhar ,US strike ,1,0,0,-,-,Night,Fighters' positions ,1,1,7,7,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/311,311
305,AFG306,28/01/2017,Unknown,-,Nangarhar,US strike,1,0,0,-,ISIS,-,Hideout,1,1,7,7,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/310,310
306,AFG307,31/01/2017,Unknown,Sangin ,Helmand,US strike,0,1,1,-,Taliban,-,Taliban fighting positions,10,10,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/312,312
307,AFG308,31/01/2017,-,-,-,US strike,0,1,1,-,-,-,-,96,96,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/315,315
308,AFG309,01/02/2017,Unknown,Achin,Nangarhar,US strike,1,0,0,-,-,Morning,-,1,2,2,12,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/313,313
309,AFG310,02/02/2017,Unknown,-,Khost ,US strike ,1,0,0,-,-,-,Vehicle,1,1,5,6,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/314,314
310,AFG311,03/02/2017,Unknown,Achin and Haska Mina ,Nangarhar ,US strike ,1,0,0,-,-,-,-,2,2,21,21,0,0,0,0,6,6,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/316,316
311,AFG312,06/02/2017,Kharko area,Garamser ,Helmand,US strike ,0,0,0,-,-,-,-,1,1,6,6,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/317,317
312,AFG313,06/02/2017,Char Wazi area,Haska Mena,Nangarhar,US strike ,1,0,0,-,-,Night,-,1,1,2,2,0,0,0,0,3,3,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/318,318
313,AFG314,08/02/2017,Pekhar Khor area and Nari Oba area,Achin and Haska Mena ,Nangarhar,US strike ,1,1,0,CT,ISIS,-,-,2,2,11,11,0,0,0,0,6,6,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/319,319
314,AFG315,10/02/2017,Unknown,Sangin,Helmand,US strike ,0,1,0,-,-,-,-,2,3,0,68,0,26,0,19,0,6,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/320,320
315,AFG316,11/02/2017,Unknown,Sangin,Helmand,US strike ,0,1,1,-,-,Past week,-,28,28,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/321,321
316,AFG317,19/02/2017,Unknown,Nawa,Ghazni,US strike ,1,0,0,-,Taliban,-,Hideout ,1,1,1,1,0,0,0,0,2,2,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/322,322
317,AFG318,20/02/2017,Bandar,Achin,Nangarhar ,US strike ,1,0,0,-,-,-,Vehicle ,1,1,12,12,0,0,0,0,0,0,,323
318,AFG319,23/02/2017,Umomi Bagh,Garamser,Helmand,US strike ,0,0,0,-,Taliban,-,Gathering,1,1,11,11,0,0,0,0,0,0,,324
319,AFG320,26/02/2017,Unknown,Dashti Archi,Kunduz,US strike ,1,1,0,-,Taliban,3.20pm local time ,-,1,1,5,9,0,0,0,0,0,0,,325
320,AFG321,27/02/2017,Sangini ,Charparhar,Nangarhar,US strike ,1,0,0,-,Taliban ,Late night,-,1,1,2,2,0,0,0,0,3,3,,326
321,AFG322,28/02/2017,Unknown,Unknown ,Unknown ,US strike ,0,1,1,-,-,-,-,118,116,0,0,0,0,0,0,0,0,,329
322,AFG323,01/03/2017,Chaknoro,Lal Pura,Nangarhar,US strike,1,0,0,-,-,-,-,1,1,6,6,0,0,0,0,1,1,,327
323,AFG324,09/03/2017,Lam,Between Nish and Khakriz districts,Kandahar,US strike,0,0,0,-,-,-,-,1,1,20,20,0,0,0,0,0,0,,328
324,AFG325,13/03/2017,Raasni,Gilan,Ghazni,US strike,1,0,0,-,-,-,Vehicles ,1,1,3,3,0,0,0,0,0,0,,330
325,AFG326,18/03/2017,Unknown ,Unknown,Nangarhar ,US strike,0,1,1,-,-,-,-,12,12,0,0,0,0,0,0,0,0,,331
326,AFG327,18/03/2017,Unknown ,Unknown,Paktika ,US strike,1,1,0,-,-,-,-,2,2,2,2,0,0,0,0,0,0,,333
327,AFG328,19/03/2017,Unknown ,Unknown,Nangarhar ,US strike,0,1,1,-,-,-,-,20,20,0,0,0,0,0,0,0,0,,334
328,AFG329,19/03/2017,Unknown ,Unknown,Paktika ,US strike,1,1,0,CT,-,-,-,1,1,4,4,0,0,0,0,0,0,,332
329,AFG330,31/03/2017,Unknown ,Unknown,Unknown,US strike,0,0,0,-,-,-,-,138,138,0,0,0,0,0,0,0,0,,346
330,AFG331,04/04/2017,Unknown ,Achin,Nangarhar ,US strike,0,0,0,-,ISIS,-,-,1,2,3,3,3,3,2,2,4,4,,367
331,AFG332,09/04/2017,Unknown ,Narkh,Maidan Wardak,US strike,1,0,0,-,-,-,-,1,1,6,6,0,0,0,0,0,0,,333
332,AFG333,13/04/2017,Unknown,Achin,Nangarhar,US strike,0,1,0,-,ISIS,7.32pm local time,Tunnels,1,1,36,100,0,0,0,0,0,0,,334
333,AFG334,15/04/2017,Unknown,Achin,Nangarhar,US strike,1,0,0,-,ISIS,-,Vehicle ,1,1,0,2,0,0,0,0,0,0,,335
334,AFG335,17/04/2017,Unknown,Archi,Kunduz ,US strike,0,1,0,-,Taliban,-,Compound,1,1,9,16,0,0,0,0,0,0,,336
335,AFG336,25/04/2017,Pangram area,Charkh district,Logar ,US strike,1,0,0,-,-,Morning,Vehicle ,1,1,2,2,0,0,0,0,5,5,,337
336,AFG337,26/04/2017,Unknown,Unknown,Nangarhar ,US and Afghan raid with US strikes ,0,1,1,-,ISIS,10.30pm local time,Compound ,2,2,36,36,0,0,0,0,0,0,,339
337,AFG338,27/04/2017,Unknown,Unknown, Maidan Wardak,US strike,1,0,0,-,Taliban ,-,-,1,1,1,1,0,0,0,0,0,0,,338
338,AFG339,30/04/2017,Unknown,Unknown,Unknown,Unknown,0,0,0,-,-,-,-,440,438,0,0,0,0,0,0,0,0,,347
339,AFG340,30/04/2017,Yakhchal area,Greshk,Helmand,US strike ,0,0,0,-,-,Morning ,-,1,2,7,7,0,0,0,0,0,0,,339
340,AFG341,05/05/2017,Unknown,Unknown,Nangarhar ,US strike ,1,0,0,-,ISIS,-,-,1,1,8,8,0,0,0,0,0,0,,340
341,AFG342,06/05/2017,Unknown,Maidan Shahr,Maidan Wardak,US strike ,1,0,0,-,Taliban,-,Insurgent hideout ,1,1,5,6,0,0,0,0,6,6,,341
342,AFG343,08/05/2017,Unknown,Unknown,Paktia ,US strike ,0,0,0,-,-,-,Insurgent hideout ,2,2,0,50,0,0,0,0,0,6,,342
343,AFG344,18/05/2017,Omarzo area,Garamser ,Helmand,US strike ,0,0,0,-,-,-,Insurgent hideouts ,1,1,14,14,0,0,0,0,8,8,,343
344,AFG345,18/05/2017,Kamarbandi area,Garamser ,Helmand,US strike ,0,0,0,-,-,-,Two vehicles,1,1,9,9,0,0,0,0,0,0,,344
345,AFG346,26/05/2017,Unknown ,Chardara,Kunduz ,US strike ,1,0,0,-,Taliban ,-,Hideout ,1,2,4,13,0,0,0,0,0,0,,345
346,AFG347,29/05/2017,Spina Zhai,Nazian ,Nangarhar,US strike ,1,0,0,-,ISIS,-,-,1,1,3,4,0,0,0,0,0,0,,347
347,AFG348,30/05/2017,Mullah Qali area,Dasht e Archi,Kunduz ,US strike ,1,0,0,-,Taliban,Early morning,Hideout ,1,1,7,7,0,0,0,0,0,0,,346
348,AFG349,31/05/2017,Outskirts of Tarin Kot city,Tarin Kot ,Uruzgan,US strike ,0,0,0,-,Taliban,Late night,-,1,1,25,25,0,0,0,0,20,20,,348
349,AFG350,31/05/2017,Unknown,Unknown,Unknown,US strike ,0,1,1,-,-,-,-,388,387,0,0,0,0,0,0,0,0,,347
350,AFG351,03/06/2017,Unknown,Achin ,Nangarhar ,US strike ,0,1,1,-,ISIS,-,"""media production hub""",1,1,1,1,0,0,0,0,0,0,,351
351,AFG352,08/06/2017,Nargose and Chenar area,Kot ,Nangarhar ,US strike ,0,0,0,-,ISIS,-,-,2,2,10,10,0,0,0,0,0,0,,349
352,AFG353,09/06/2017,Loy Bagh ,Nad Ali,Helmand,US strike,0,1,0,-,-,-,-,1,1,2,10,0,0,0,0,0,16,,350
353,AFG354,22/06/2017,Unknown,Unknown ,Nangarhar ,US strike ,0,1,1,-,-,-,-,9,9,0,0,0,0,0,0,0,0,,352
354,AFG355,29/06/2017,Unknown,Manogi,Kunar,US strike,1,1,0,CT,ISIS,Late night,-,1,1,3,3,0,0,0,0,1,1,,353
355,AFG356,29/6/2017,Farooj,Khas,Uruzgan,US strike,1,1,0,SE,Taliban,-,-,1,1,2,4,0,0,0,0,0,3,,366
356,AFG357,30/6/2017,Unknown,Unknown,Unknown,US strike ,0,1,1,-,-,-,-,292,292,0,0,0,0,0,0,0,0,,361
357,AFG358,01/07/2017,Unknown,Achin,Nangarhar,US strike,1,1,0,"20 SE, 7 FP",IS,-,-,27,27,11,11,0,0,0,0,0,0,,367
358,AFG359,01/07/2017,Merkikhel,Sherzad,Nangarhar,US strike,1,1,0,FP,Taliban,2100,Two VBIED,1,1,4,4,0,0,0,0,0,0,,358
359,AFG360,02/07/2017,"Ainak, Loykahal, Zhawar Sahib",Nawar,Helmand,US strike,1,1,0,-,Taliban,Night,"18 motorbikes and four cars, or two cars",1,3,1,42,0,0,0,0,0,36,,360
360,AFG361,02/07/2017,"Zabar village, Gropshash area",Nad Ali,Helmand,US strike,0,1,0,-,Taliban,Noon,-,1,1,15,15,0,0,0,0,9,9,,361
361,AFG362,07/07/2017,Oghz,Haska Mena,Nangarhar,US strike,1,0,0,-,ISIS,-,-,1,1,14,14,0,0,0,0,11,11,,364
362,AFG363,08/07/2017,Mamozo area,Zurmat,Paktia ,US strike,1,0,0,-,-,Night,-,1,1,7,7,0,0,0,0,0,0,,362
363,AFG364,08/07/2017,Dawlatzai,Zurmat,Paktia,US strike,0,0,0,-,Taliban,Night,Hit during a clash between ANSF and Taliban ,1,1,7,16,0,1,0,0,0,0,,364
364,AFG365,09/07/2017,Amber ,Qaghayio,Laghman,US strike,1,0,0,-,Taliban,-,-,1,1,2,2,0,0,0,0,0,0,,363
